Nom de l'établissement	Adresse	Site Web	Status
Hammam 'les secrets de l'Orient'	za la capelette 3 Rue des Pommiers 13520 Maussane-les-Alpilles France	http://hammamlessecretsdelorient.com/	Traité
Spa Pure Altitude Hôtel Mont Blanc	29 Rue Ambroise Martin 74120 Megève France	https://www.hotelmontblanc.com/spa	Traité
The Spa at Four Seasons Megève	373 Chem. des Follières 74120 Megève France	https://www.fourseasons.com/megeve/spa/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-mve-spa-mid-seo-na&utm_content=na-na&utm_term=na	Traité
Spa Susanne Kaufmann - Les Chalets du Mont d'Arbois	447 Chem. de la Rocaille 74120 Megève France	https://www.chalets-montdarbois.com/spa	Traité
Aquaflorès PhysioSpa	365 Rte du Jaillet 74120 Megève France	http://physiospa.fr/	Traité
Spa éc(h)o du Grand Hôtel du Soleil d'Or	255 Rue Charles Feige 74120 Megève France	https://www.lesoleildor-megeve.com/fr/espace-bien-etre/?utm_source=google&utm_medium=seo&utm_campaign=gmbghsospa	Traité
Spa Grown Alchemist Coeur de Megève	44 Rue Charles Feige 74120 Megève France	https://www.coeurdemegeve.com/fr/spa	Traité
Spa Pure Altitude Lodge Park	100 Rue d'Arly 74120 Megève France	https://www.lodgepark.com/spa	Traité
Quality Spa - Showroom Jacuzzi Saunas - Agence de Rennes	91 Rte du Meuble 35520 Melesse France	https://qualityspa.fr/pages/achat-spa-rennes-quality-spa-expert-spas-type-jacuzzi?utm_source=gmb	Traité
NelArtSpa	6 BIS rue de la Longueraie PA DES LANDELLES 35520 Melesse France	https://www.planity.com/nel-art-spa-35520-melesse	Traité
Le SPA et massage du Domaine de la Patte d'Oie	2b Les Guidons 70270 Mélisey France	http://www.sejour-gite-peche.fr/index.php/spa	Traité
Pacific'Spa	64 Quai Maréchal Joffre 77000 Melun France	http://www.pacificspa.fr/	Traité
Institut de beauté GYPSOFIL	18 Rue Saint-Ambroise 77000 Melun France		
Aum Center Institut	Av. du Tourail 84580 Oppède France	http://aumcenter.fr/	Traité
enjoyspa	32 Rue Tournenfils 91540 Mennecy France	https://www.enjoy-spas.com/	Traité
La Canopée des Bains	Rue ludovic Descamps 27300 Menneval France	https://www.lesbainsdebernay.com/lacanopeedesbains/	Traité
Spa Menton	15 Rue Partouneaux 06500 Menton France	https://www.planity.com/hotel-lorangeraie-de-menton-06500	Traité
"Centre de bien-être Calysta, massages relaxants, soins énergétiques, sauna, escapades ""reconnexion"""	6 Rue Magenta 06500 Menton France		
Centre du Vernet	41 Bis Rue Saint-Martin 02200 Soissons France		
Julie spa	55 Rue Ferrer 62680 Méricourt France		
Aquaviva SPA Privatif	248 Av. Paul Doutréaux 62640 Montigny-en-Gohelle France	https://mixsartcontact.wixsite.com/monsite/le-loft-spa	Traité
SPA LUBERON PROVENCE	Hameau 2171 Av. Justin Bonfils 84220 Gordes France	https://www.mas-de-la-senancole.com/fr/hotel-spa-gordes.html	Traité
Spa la Canopée - Europe Haguenau	15 Av. du Professeur René Leriche 67500 Haguenau France	https://www.europehotel.fr/fr/spa-la-canopee.html?utm_source=MyBusiness&utm_medium=Spa	Traité
Spa Au Site Normand	4 Rue des Châtelets 14570 Clécy France	https://www.planity.com/au-site-normand-spa-massage-jacuzzi-sauna-14570-clecy	Traité
Le Spa de Montfort	4 Rue de la Treille 78490 Montfort-l'Amaury France	https://lespademontfort.wixsite.com/website	Traité
Spa signature - Domaine de Cicé-Blossac	45 Av. de la Chaise 35170 Bruz France	https://www.domainedecice.com/fr/notre-spa-ile-et-vilaine/	Traité
SPA LUXURY NANCY - LOCATION D'ESPACE PRIVATIF - SPA SAUNA HAMMAM MASSAGE	91 Av. de Strasbourg 54000 Nancy France	https://spaprivateluxury.fr/	Traité
SPA BELLONA Bien-être et esthetique, Atoll Complex	55 Bd des Alpes 38240 Meylan France	http://bellonaspa.wordpress.com/	Traité
Instant à soi	13 Av. de Verdun 38240 Meylan France	http://www.instantasoi.com/	Traité
Mont Spa Les Trésoms	15 Bd de la Corniche 74000 Annecy France	https://spa-annecy.com/	Traité
Esprit Cosy Spa Voyage des Sens	1 bis Rue de la Gare 30540 Milhaud France	http://www.espritcosy.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5202490262074780622	Traité
Cocoon Spa Mimet	487 Rte de la Diote 13105 Mimet France	https://www.cocoon-spa.fr/	Traité
Institut & Spa Aigue Marine	Rue des Grands Champs 18230 Saint-Doulchard France	https://www.institut-thalasso-spa.com/	Traité
Hammam le Cléopatre	80 Rue des Alliés 42000 Saint-Étienne France	http://www.hammam-lecleopatre.fr/	Traité
L'Antidote	20 Rue de la ville 42000 Saint-Étienne France	http://www.lantidotespa.com/	Traité
Spa Lüvència	Pl. d'Auron 06660 Saint-Étienne-de-Tinée France	http://www.spa-luvencia.com/	Traité
Alexandra Monjales Institut Renata franca 47	3155 route de Devillac lieu dit Couïn Haut 47210 Saint-Étienne-de-Villeréal France	https://www.planity.com/chez-alex-47210-saint-etienne-de-villereal	Traité
SPA Les Bains Romains	26 Avenue Du Dr Roux 63710 Saint-Nectaire France	https://spa-les-bains-romains.web.app/	Traité
Piscines et Spas du Comminges - PISCINES HydroSud Saint-Gaudens	Zone Aménagement Concertée des Landes 14 Bd des Landes 31800 Estancarbon France	https://www.piscines-hydrosud.fr/magasin-piscines-hydrosud/328-piscines-hydrosud-saint-gaudens?utm_campaign=lbc&utm_content=St-Gaudens-31-PSC&utm_medium=maps&utm_source=google	Traité
Cap Oxygène	663 Chem. du Tremplin 42660 Le Bessat France	https://www.capoxygene.com/	Traité
Pinky Cocoon Head Spa	47 Rue du Mont Rond Bât Keymex 1er étage 01630 Saint-Genis-Pouilly France	https://www.instagram.com/pinkycocoonheadspa/	Traité
LATITUDE SPA Ancenis - Espaces bien-être privatifs - Massages - Headspa	1090 Bd de la Prairie 44150 Ancenis-Saint-Géréon France	http://www.latitude-spa.fr/	Traité
Spa by Le Saint Gervais	680 Rue du Mont Lachat 74170 Saint-Gervais-les-Bains France	https://www.lesaintgervais.com/spa	Traité
Sundance Spas Nantes	15 Av. Jacques Cartier 44800 Saint-Herblain France	https://www.sundance-spas.fr/	Traité
O'Spa Saint Antoine	11 Rue Saint-Antoine 44190 Clisson France	https://www.hotel-villa-saint-antoine.com/spa-clisson-pres-de-nantes/	Traité
Millésime SPA	700 Rte de Chambéry 38330 Saint-Ismier France	http://www.millesime-spa.fr/	Traité
Spa Le Chalet à Bulles	125 Rte du Danay 74450 Saint-Jean-de-Sixt France	http://www.hotel-spa-beausite.fr/	Traité
Giovanni Riboli Spa | Saint-Jory	72 Rte de Paris 31790 Saint-Jory France	https://go.gr-spa.com/	Traité
Emma et Vous	1a Rue de Verdun 31790 Saint-Jory France	http://linktr.ee/emmaetvous	Traité
Spa et centre bien-être - Camping Village La Guyonnière	1 La Guyonnière 85150 Saint-Julien-des-Landes France	https://www.camping-guyonniere.com/le-parc-aquatique/#pt2sec1	Traité
Gîtes Les SPAS Insolites-Le SPA Du Moulin	470 Moulin du Dérot 87200 Saint-Junien France	https://www.lesspasinsolites.com/	Traité
TAO Day Spa	30 Av. Henri Barbusse 87200 Saint-Junien France	http://www.tao-day-spa.fr/	Traité
Maison des Silènes	35 Av. des Barques 42170 Saint-Just-Saint-Rambert France	https://www.maisondessilenes.com/	Traité
La Maison Du Bien-Être® Le Spa	2 Rue Simone Veil 87310 Saint-Laurent-sur-Gorre France	https://www.kalendes.com/site/lamaisondubienetrespa/welcome	Traité
SPA LASC Ô SPA	1 Chem. des Amoureux 24290 Montignac-Lascaux France	https://www.planity.com/lasc-o-spa-24290-montignac	Traité
Aquaflo	1 Rte de Bayeux 50810 La Barre-de-Semilly France	http://www.aquaflospa.com/	Traité
L’île par Sesâme	51 Rue du Yacht Club 35800 Saint-Lunaire France	http://www.lilesaintlu.com/	Traité
Spa et Institut De l'Or Blanc	2 Pl. Dolgellau 44350 Guérande France	https://www.planity.com/spa-institut-de-lor-blanc-best-western-hotel-de-la-cite-guerande-44350	Traité
Spa de l'Hôtel-Restaurant Vitalparc à Lacanau Océan	Rte du Baganais 33680 Lacanau France	https://www.vitalparc.com/fr/spa-lacanau.html	Traité
HAMMAM LE BIEN ETRE A - VALENCE	2 Rue Dieudonné Costes 26000 Valence France	https://massage.ivof.com/hammam-le-bien-etre-a-valence/	Traité
AMBIANCE SPA JACUZZI VALENCE	130 Av. de Marseille 26000 Valence France	https://www.ambiancespa-valence.fr/	Traité
IDEOSPA - VALENCE	4 Rue Henry Turin 26000 Valence France	https://www.ideospa.com/fr/	Traité
Réveil des Sens	120 Av. Victor Hugo 26000 Valence France	https://reveildessens.com/	Traité
Spa Cinq Mondes - Ile de Ré - La Baronnie Hôtel & Spa ****	17 Rue Baron de Chantal 17410 Saint-Martin-de-Ré France	https://www.hotel-labaronnie.com/spa-saint-martin-re/	Traité
Bell'M SPA - Perche Spa et Nature	Domaine du Golf de Bellême Rue des Sablons 61130 Bellême France		
Spa NUXE Hôtel Le Mathurin	43 Rue des Mathurins 75008 Paris France	https://www.le-mathurin.com/fr/reserver-le-spa.html	Traité
Spa La Parenthèse - Saint-Maur-des-Fossés	28 Cr Pierre-Antoine Cluzeau 94210 Saint-Maur-des-Fossés France	https://www.planity.com/le-m-lacademie-du-mouvement-94210-saint-maur-des-fosses	Traité
A la source	98 bis Bd de Champigny 94210 Saint-Maur-des-Fossés France	http://alasource94.fr/	Traité
La Villa Spa	225 Rue Diderot 94300 Vincennes France	https://www.lavillaspa.fr/	Traité
Un Moment pour Soi	29 Bd du Dr Bonfils 83470 Saint-Maximin-la-Sainte-Baume France	https://www.spa-unmomentpoursoi.fr/	Traité
route du spa	22 Rue Jean Jaurès 33160 Saint-Médard-en-Jalles France		
C'ZEN	15 Imp. de la Maçonnière 85200 Saint-Michel-le-Cloucq France		
Spa de La Fare	108 Rte des Combes 38114 Vaujany France	https://www.vaujany.com/fr/pole-sports-loisirs/le-spa-de-la-fare/	Traité
Spa de l'Ours - Alpe d'Huez	70 Av. des Jeux 38750 Huez France	https://www.hotelroyaloursblanc.com/fr/page/spa.32.html	Traité
Be Well Canada Spa Grenoble	Chem. de Pré Figaroud 38330 Saint-Nazaire-les-Eymes France	http://www.spa-bewell.com/	Traité
Wellnéo, magasin de spa à Arques	145 Chem. du Lobel 62510 Arques France	https://wellneo.fr/	Traité
SPA Mer Morte	9-11 Av. Michelet 93400 Saint-Ouen-sur-Seine France		
Spa Dermalogica by Hôtel Hemen	3 Rue des Bains 17420 Saint-Palais-sur-Mer France	https://www.hotelhemen.com/00DATA/themes/hemen/soins/menu-soins-web.pdf	Traité
AQUAVENUS	30 Av. Général de Gaulle 10410 Saint-Parres-aux-Tertres France	http://www.aquavenus.fr/	Traité
Les Thermes de l’Olympe	302 Rue du Plan 38140 Rives France		
Spa Alaena	20 Av. du Sabaou 64200 Biarritz France	https://www.alaena.com/pages/spa-alaena-biarritz	Traité
VIVA SPA	6 La Salle 44310 Saint-Philbert-de-Grand-Lieu France	https://www.viva-spa.fr/	Traité
Le Bambou Spa	61 Rue Royale 62100 Calais France	http://lebambou-spa.fr/	Traité
R&L BEAUTY SPA	18 Av. Damiette 95110 Sannois France	http://rl-beautyspa.com/	Traité
Relax' Santes	183 Rue Clemenceau 59211 Santes France	http://www.relaxsantes.fr/	Traité
Spa A Storia Solenzara	1 Piazza Preti Ogno 20145 Sari-Solenzara France	https://www.astoriasolenzara.com/	Traité
Jiy? Institut	23 Rue Jean Leclaire 95220 Herblay-sur-Seine France	https://jiyu-institut.fr/headspa-massage-drainagelymphatique	Traité
AMAZEN	8 Rue de la République 69580 Sathonay-Camp France	http://www.amazen-spa.fr/	Traité
SPA des Ruelles avec Jacuzzi et Sauna privatif	25 Rue du Vannier 07290 Satillieu France	https://www.facebook.com/profile.php?id=61569921596502	Traité
Spa Les Bains de la Comtesse	53 Rue d'Alsace 49400 Saumur France	https://www.chateaulamarquise.com/	Traité
Home-Spa® Distributeur Exclusif Jacuzzi® Spas et Saunas en Alsace (Haut-Rhin 68 et Bas-Rhin 67)	106 Rue des Bains 68390 Sausheim France	https://www.homes-spas.fr/	Traité
Rituel Holistic Wellbeing	46 Rue de la Chapelle 67700 Otterswiller France	https://rituel-holisticwellbeing.com/	Traité
O douceur de bébé	24 Grande Rue 91600 Savigny-sur-Orge France	https://www.odouceurdebebe.com/	Traité
PIERRE DE LUNE	26 Rue des Écoles 92330 Sceaux France	http://pierredelune-sceaux.fr/	Traité
Taaka Beer Spa	6 Rue Marbach 67000 Strasbourg France	https://www.taakabeerspa.com/	Traité
Espace détente	111 Rue du Tribunal 67130 Schirmeck France	http://oosteo.com/osteopathe-schirmeck-67130-osteopathie-1681	Traité
SIEHR Bien-être	2 Rue Maurice Blin 67500 Haguenau France	https://www.siehr-bienetre.fr/	Traité
SEDAN SPA	18 Rue Thiers 08200 Sedan France	https://sedan-spa.fr/	Traité
Spa room	38 Fbg du Ménil 08200 Sedan France		
Nörra Spa	38 Rue de la Chambre 67360 Gœrsdorf France	http://www.norraspa.fr/	Traité
Nama Springs	Eden Arc 1800 73700 Bourg-Saint-Maurice France	https://namasprings.com/experience/	Traité
Spa Deep Nature - Les Sources de Marie Arc 1950	Résidence les Sources de Marie Le Village 73700 Les Arcs France	https://www.deepnature.fr/dn_fr/spa-arc-1950-les-sources-de-marie.html	Traité
L'Ô de Soi	24 Rue de l'Oeuvre 21140 Semur-en-Auxois France	https://www.lodesoibeautyspa.fr/	Traité
Iris & Willy Spa Sénas	3 bis Av. Marx Dormoy 13560 Sénas France	https://senas.irisetwillyspa.com/	Traité
Spa Sud	Pl. du 11 Novembre 13560 Sénas France	https://spa-sud.com/	Traité
La Parenthèse - Spa	6 Rte de Nantes 56860 Séné France	https://www.vannes.laparenthesespa.fr/	Traité
Ô Les Bains | Showroom Spa & Piscine Senlis	14 Av. du Poteau 60300 Chamant France	https://olesbains.com/	Traité
L'utôpi spa	15 Rue du Général Leclerc 89100 Sens France	https://www.lutopispa.fr/	Traité
Maison Calmus - Spa et spa de nage Jacuzzi® Sens	184 Av. de Senigallia 89100 Sens France	https://landing.calmus-wellness-spa.fr/	Traité
Europe Spa Sens Spas, Spas de nage, Sauna et Hammam Distributeur Fatboy	2 Rue des Longues Raies 89100 Sens France	https://www.wellnessfamily.fr/	Traité
VitalSpa	Village Decathlon 13320 Bouc-Bel-Air France	http://aix-marseille.vitalspa.fr/	Traité
Espace Massage	Camping Le Sérignan-Plage Yelloh Village 34410 Sérignan France	https://www.planity.com/espace-massage-34410-serignan-plage	Traité
Le Spa Saint-Pierre	21 Bd Jean Dauga 34350 Valras-Plage France	https://www.planity.com/le-spa-saint-pierre-34350-valras-plage	Traité
Balnéo du Sérignan Plage	Yelloh village 34410 Sérignan France	http://www.leserignanplage.com/	Traité
SPAS center	Rue d'Anglas 64121 Serres-Castet France		
Bornéo Spa	2 Rue des Entrepreneurs 34290 Servian France	http://www.ideosens.fr/borneo-spa/	Traité
AQUA CENTER	7 N19 77170 Servon France	https://www.aqua-center.fr/	Traité
Spa Deep Nature - Hôtel Les Aiglons Chamonix	270 Av. de Courmayeur 74400 Chamonix-Mont-Blanc France	https://www.deepnature.fr/dn_fr/spa-chamonix-le-refuge-des-aiglons	Traité
Spa by Clarins - Hôtel Mont-Blanc	62 All. du Majestic 74400 Chamonix-Mont-Blanc France	https://www.deepnature.fr/dn_fr/spa-hotel-mont-blanc	Traité
Spa Bellezza	4 Pl. d'Elbée 85700 Sèvremont France	https://www.institut-bellezza.fr/	Traité
Opale Institut Sexey-Aux-Forges	11 rue de la Mine 54550 Sexey-aux-Forges France	https://www.opale-institut.com/	Traité
Spa des Sablettes - NUXE	575 Av. Charles de Gaulle 83500 La Seyne-sur-Mer France	https://ghsplage.com/spa-nuxe-2/	Traité
Spa O de Soleil	60 Av. Robert Forrer 83140 Six-Fours-les-Plages France	https://spaodesoleil.com/?utm_source=gmb	Traité
Spa du Castellet	3001 Rte des Hauts du Camp 83330 Le Castellet France	https://www.hotelducastellet.net/fr/spa.html	Traité
les bains de margaux	2 Rue Aristide Briand 02150 Sissonne France	https://rdvenligne.dylentab.fr/0323795303/	Traité
Inatha Espace Bien Être et Spa	183 Chem. des Négadoux 83140 Six-Fours-les-Plages France	http://www.inatha-espacebienetre.fr/	Traité
Spa HélioSpa - Île des Embiez	Hôtel Hélios Île des Embiez 83140 Six-Fours-les-Plages France	https://www.iledesembiez.com/que-faire/heliospa/	Traité
Vanilla Spa	63 Rue d'Hyères 83140 Six-Fours-les-Plages France	http://www.vanillaspa.fr/	Traité
ATIMERIA SPA - INSTITUT & BIEN-ÊTRE	23 Rue de la Mer Mesnil Val 76910 Criel-sur-Mer France	http://www.hotel-spa-en-normandie.com/	Traité
Spa Le Refuge de Margot — Domaine de la Reine Margot	3 Cr de la Reine Margot 92130 Issy-les-Moulineaux France	https://www.domainereinemargot.com/spa/	Traité
Nuxe Spa des Demeures de Varennes	2 Rue de Brie 91480 Varennes-Jarcy France	https://www.planity.com/spa-nuxe-des-demeures-de-varennes-91480-varennes-jarcy	Traité
Boscolo Spa & Wellness Lyon	Boscolo Lyon Hôtel & SPA 11 Quai Jules Courmont 69002 Lyon France	https://www.boscolocollection.com/lyon/spa	Traité
Yoanna head spa	8 Av. du Lion 83210 Solliès-Pont France	https://yoannaheadspa.fr/	Traité
Le Spâ	ZA de l Estagnol 126 impasse Lavoisier La Moutonne 83260 La Crau France	http://www.lespalamoutonne.com/	Traité
Institut de beauté & spa Ma Beauté du Sud	100 Rue de la République 83210 Solliès-Pont France	https://www.mabeautedusud.fr/	Traité
Espace bien-être - Château de Pondres	2 All. du Pigeonnier 30250 Villevieille France	https://www.chateaudepondres.fr/espace-bien-etre-chateau-de-pondres/	Traité
Centre de Massothérapie	11 Av. Raoul Gaussen 30250 Sommières France	https://centredemassotherapie.fr/	Traité
N.SENS	4 Rue du Moulin Gillier 42290 Sorbiers France	http://www.nsens-spa.fr/	Traité
Private Suite Spa	26 Rue Eugène Tilloy 76300 Sotteville-lès-Rouen France		
La Pampa Lodge & Spa 28	11 Rue de la Mazure 28480 Combres France		
Spa - La Source de la Valadière	1292 All. des Thermes 34990 Juvignac France	https://juvignac.zenitude-relais-spa.com/fr/spa	Traité
S'PAradisiaque	390 Chem. du Furet 59470 Herzeele France	http://sparadisiaque.fr/	Traité
Zen Eau Spa	2 Rue Jules Cardock 59640 Dunkerque France	http://zeneauspa.com/	Traité
Priva'zen - Spa 100% privatif au cœur du Dunkerquois	15 Rue Félix Coquelle 59240 Dunkerque France	https://www.planity.com/privazen-59240-dunkerque	Traité
Eauzone Spa Dunkerque	6 Rue Ledru Rollin 59210 Coudekerque-Branche France	https://www.eauzone-spa.com/	Traité
Spa du Parc	4 Rue Oscar Delille 59240 Dunkerque France		
Spa l'éternel dunkerque	968b Rue Achille Pères 59640 Dunkerque France	https://spaleternel.fr/	Traité
La Parenthèse	56 Chem. des Cendres 59114 Steenvoorde France	http://www.laparenthese59114.fr/	Traité
L'Instant Magique	10 Rue de l'Église 59114 Steenvoorde France	http://www.linstantmagique.fr/	Traité
Les Bulles à Flotter Strasbourg Centre - Centre de Flottaison en Isolation Sensorielle	9 Pl. de l'Hôpital 67000 Strasbourg France	https://www.lesbullesaflotter.fr/lesbullesaflotter-strasbourg.php	Traité
Casa Tierdam - Spa, Sauna & location de bureaux	31 Grande Rue 44240 Sucé-sur-Erdre France	https://www.casa-tierdam.fr/	Traité
KÉMIRI SPA	29 Av. René Cassin 22100 Dinan France	https://www.kemiri-spa.com/	Traité
Enfants d'Ofée	9 Rue Devernoille 42350 La Talaudière France	https://enfantsdofee.kalendes.com/	Traité
Spa éc(h)o - Domaine de Raba	35 Rue Rémi Belleau 33400 Talence France	https://www.domainederaba-talence.com/fr/espace-bien-etre/?utm_source=google&utm_medium=seo&utm_campaign=gmbrabaspa	Traité
Nomayana, Head Spa, Réflexologie et massages bien-être	5 Rue des Halles 13150 Tarascon France	https://www.planity.com/nomayana-13150-tarascon	Traité
Institut - Hammam & Spa	14 Pl. du Marché 13150 Tarascon France		
Sundance Spas Lyon	2 Chem. du Vieux Moulin 69160 Tassin-la-Demi-Lune France	https://www.sundance-spas.fr/	Traité
MKB - Balnéothérapie	46 A le Rue du Coteau de Matinier 26770 Taulignan France		
